🇨🇳󠁧󠁢󠁥󠁮潇洒频道,#genre#
CCTV1,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8
CCTV1,http://59.44.102.18:8888/newlive/live/hls/13/live.m3u8
CCTV1,http://118.144.105.55:91/live/CCTV16hd-8M/live.m3u8
CCTV1,http://59.44.102.18:8888/newlive/live/hls/18/live.m3u8
CCTV1,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225606/index.m3u8
CCTV1,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226095/index.m3u8
CCTV1,http://222.83.135.190:8181/tsfile/live/1024_1.m3u8
CCTV1,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8
CCTV1,http://xyt.186738613.xyz/lngd.php?id=488&Cf.m3u8
CCTV1,http://xyt.186738613.xyz/lngd.php?id=129&Cf.m3u8
CCTV2,http://123.11.144.52:22222/hls/2/index.m3u8
CCTV2,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv2hd265/55/20200407/index.m3u8?&encrypt=
CCTV2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/3000/index.m3u8?&encrypt=
CCTV2,http://xyt.186738613.xyz/lngd.php?id=061&Cf.m3u8
CCTV2,http://61.138.54.155:2233/hls/9/index.m3u8
CCTV2,http://221.210.64.165:2233/hls/9/index.m3u8
CCTV2,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225487/index.m3u8
CCTV2,http://59.44.102.18:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://118.144.105.55:91/live/CCTV2hd-5M/live.m3u8
CCTV2,http://metatvpro.xyz:25461/W1045/4329/394
CCTV3,https://live.v1.mk/api/bestv.php?id=cctv38m/8000000
CCTV3,https://live.v1.mk/api/ghyx.php?id=CCTV3HD_6000
CCTV3,http://123.163.55.234:9901/tsfile/live/0003_1.m3u8
CCTV3,http://118.144.105.55:91/live/CCTV3hd-5M/live.m3u8
CCTV3,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv3hd/3000/index.m3u8?&encrypt=
CCTV3,http://xyt.186738613.xyz/lngd.php?id=062&Cf.m3u8
CCTV3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&encrypt=
CCTV3,http://175.8.213.198:8081/tsfile/live/0003_1.m3u8
CCTV3,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225558/index.m3u8
